step,region,commune,domain,priority,explanation,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle direction
120,Dryland Solar Arc,DrylandSCommune391,ecology,0.600005,need gap=0.261 potencies=0.673 trust=1.000 boundary penalty=0.991,2.76,1.946166,1.465452,1.833452,2.692722,3.84,3.984915,2.96897,1.042074,2.127499,1.933397,3.297061
120,Mountain Water Towers,MountainCommune004,ecology,0.599698,need gap=0.257 potencies=0.716 trust=1.000 boundary penalty=0.991,2.76,1.940109,1.456031,1.824031,2.862359,3.84,3.0,3.760825,1.028616,2.162584,1.937067,3.297061
120,Highland Care Ring,HighlandCommune710,ecology,0.599371,need gap=0.257 potencies=0.823 trust=1.000 boundary penalty=0.991,2.76,1.940104,1.457882,1.824023,3.290346,3.84,4.0,2.246697,1.028604,2.163174,1.937295,3.297061
120,Urban Repair Web,UrbanRepCommune446,ecology,0.599363,need gap=0.257 potencies=0.644 trust=1.000 boundary penalty=0.991,2.76,1.940109,1.45603,1.82403,2.577955,3.84,4.0,3.352033,1.028615,1.976135,1.862487,3.297061
120,Coastal Wind Belt,CoastalWCommune805,ecology,0.59897,need gap=0.257 potencies=0.589 trust=1.000 boundary penalty=0.991,2.76,1.940114,1.456039,1.824039,2.354141,3.84,4.0,3.593724,1.028626,1.968963,1.859628,3.297061
120,Mountain Water Towers,MountainCommune376,ecology,0.598767,need gap=0.257 potencies=0.546 trust=1.000 boundary penalty=0.991,2.76,1.940115,1.471888,1.82404,2.183878,3.84,3.932573,3.720552,1.028628,2.030543,1.88426,3.297061
120,Coastal Wind Belt,CoastalWCommune378,ecology,0.598519,need gap=0.257 potencies=0.641 trust=1.000 boundary penalty=0.991,2.76,1.940119,1.456047,1.824047,2.564688,3.84,4.0,3.527846,1.028638,1.836943,1.806829,3.297061
120,Coastal Wind Belt,CoastalWCommune746,ecology,0.598325,need gap=0.257 potencies=0.591 trust=1.000 boundary penalty=0.991,2.76,1.940145,1.456087,1.824087,2.362007,3.84,4.0,3.512092,1.028696,1.989037,1.867711,3.297061
120,Temperate Ring,TemperateCommune872,ecology,0.597696,need gap=0.348 potencies=0.495 trust=1.000 boundary penalty=0.991,2.76,2.103031,1.954009,2.077465,1.978518,3.84,2.728001,2.379669,1.390664,2.233645,2.244269,3.297061
120,Urban Repair Web,UrbanRepCommune499,ecology,0.597666,need gap=0.257 potencies=0.659 trust=1.000 boundary penalty=0.991,2.76,1.940189,1.456155,1.824155,2.634118,3.84,4.0,3.370285,1.028793,1.851695,1.812849,3.297061
120,Steppe Grain Commons,SteppeGrCommune856,ecology,0.597239,need gap=0.257 potencies=0.673 trust=1.000 boundary penalty=0.991,2.76,1.940103,1.456022,1.824022,2.692718,3.84,4.0,2.944234,1.028603,2.067386,1.898978,3.297061
120,Aqua North Basin,AquaNortCommune454,ecology,0.595189,need gap=0.257 potencies=0.672 trust=1.000 boundary penalty=0.991,2.76,1.94011,1.456032,1.824032,2.688455,3.84,3.268553,3.520106,1.028618,2.086282,1.906548,3.297061
120,Aqua North Basin,AquaNortCommune708,ecology,0.595065,need gap=0.257 potencies=0.662 trust=1.000 boundary penalty=0.991,2.76,1.94012,1.456047,1.824047,2.648267,3.84,3.179507,3.539149,1.028639,2.156213,1.934537,3.297061
120,Urban Repair Web,UrbanRepCommune690,ecology,0.594987,need gap=0.257 potencies=0.530 trust=1.000 boundary penalty=0.991,2.76,1.940176,1.456135,1.824135,2.11856,3.84,4.0,3.436495,1.028765,2.079643,1.904006,3.297061
120,Aqua North Basin,AquaNortCommune504,ecology,0.594159,need gap=0.293 potencies=0.575 trust=1.000 boundary penalty=0.991,2.76,2.005519,1.55876,1.92578,2.29946,3.84,2.946613,3.516965,1.173971,2.019262,1.991663,3.297061
120,Subpolar Storage Rim,SubpolarCommune902,ecology,0.594083,need gap=0.257 potencies=0.751 trust=1.000 boundary penalty=0.991,2.76,1.940119,1.456046,1.824046,3.005679,3.84,4.0,2.507288,1.028637,1.98775,1.867151,3.297061
120,Forest Equator Belt,ForestEqCommune655,ecology,0.593341,need gap=0.282 potencies=0.748 trust=1.000 boundary penalty=0.991,2.76,1.985435,1.526948,1.894538,2.992052,3.84,3.001762,2.494686,1.129341,2.260084,2.053626,3.297061
120,Steppe Grain Commons,SteppeGrCommune541,ecology,0.593313,need gap=0.257 potencies=0.633 trust=1.000 boundary penalty=0.991,2.76,1.940113,1.456036,1.824036,2.531175,3.84,4.0,2.990531,1.028624,1.994099,1.86968,3.297061
120,Steppe Grain Commons,SteppeGrCommune055,ecology,0.59229,need gap=0.257 potencies=0.622 trust=1.000 boundary penalty=0.991,2.76,1.940117,1.456044,1.824044,2.486784,3.84,4.0,2.822178,1.028634,2.093661,1.909513,3.297061
120,Mountain Water Towers,MountainCommune712,ecology,0.592093,need gap=0.257 potencies=0.693 trust=1.000 boundary penalty=0.991,2.76,1.940135,1.465214,1.82407,2.771438,3.84,3.0,3.707263,1.028672,1.938822,1.847606,3.297061
120,Aqua North Basin,AquaNortCommune313,ecology,0.591899,need gap=0.257 potencies=0.683 trust=1.000 boundary penalty=0.991,2.76,1.940112,1.456035,1.824035,2.733449,3.84,3.312763,3.475664,1.028621,1.916619,1.838686,3.297061
120,Subpolar Storage Rim,SubpolarCommune837,ecology,0.591653,need gap=0.257 potencies=0.742 trust=1.000 boundary penalty=0.991,2.76,1.940129,1.456062,1.824062,2.967242,3.84,3.617183,2.734771,1.02866,2.016026,1.878478,3.297061
120,Forest Equator Belt,ForestEqCommune659,ecology,0.59122,need gap=0.283 potencies=0.730 trust=1.000 boundary penalty=0.991,2.76,1.986305,1.554527,1.895891,2.921531,3.84,3.094862,2.598251,1.131273,2.060769,1.975388,3.297061
120,Dryland Solar Arc,DrylandSCommune943,ecology,0.590738,need gap=0.257 potencies=0.670 trust=1.000 boundary penalty=0.991,2.76,1.940142,1.456082,1.824082,2.680403,3.84,4.0,2.654669,1.028689,1.994212,1.869775,3.297061
120,Aqua North Basin,AquaNortCommune900,ecology,0.59035,need gap=0.257 potencies=0.719 trust=1.000 boundary penalty=0.991,2.76,1.940115,1.45604,1.82404,2.87549,3.84,3.132871,3.491119,1.028628,1.8537,1.813524,3.297061
120,Urban Repair Web,UrbanRepCommune754,energy,0.589832,need gap=0.279 potencies=0.735 trust=1.000 boundary penalty=0.991,3.12,1.755249,1.404916,1.716916,2.940791,3.2,4.0,3.330398,1.115594,2.030084,1.951041,3.208
120,Delta Commons,DeltaComCommune010,ecology,0.589668,need gap=0.257 potencies=0.712 trust=1.000 boundary penalty=0.991,2.76,1.940157,1.456105,1.824105,2.846572,3.84,3.268523,2.972355,1.028721,2.094823,1.910044,3.297061
120,Temperate Ring,TemperateCommune322,ecology,0.588559,need gap=0.257 potencies=0.703 trust=1.000 boundary penalty=0.991,2.76,1.940137,1.456075,1.824075,2.812879,3.84,4.0,2.325453,1.028679,2.019122,1.879731,3.297061
120,Highland Care Ring,HighlandCommune128,ecology,0.587874,need gap=0.257 potencies=0.617 trust=1.000 boundary penalty=0.991,2.76,1.940115,1.551811,1.82404,2.46809,3.84,4.0,2.442212,1.028628,2.064185,1.897718,3.297061
120,Coastal Wind Belt,CoastalWCommune003,ecology,0.587842,need gap=0.257 potencies=0.684 trust=1.000 boundary penalty=0.991,2.76,1.940144,1.456086,1.824086,2.735985,3.84,3.0,3.522485,1.028694,1.918575,1.839524,3.297061
120,Dryland Solar Arc,DrylandSCommune847,ecology,0.58754,need gap=0.328 potencies=0.499 trust=1.000 boundary penalty=0.991,2.76,2.067491,2.03418,2.02218,1.996652,3.84,2.714823,2.172905,1.311686,2.074638,2.119854,3.297061
120,Subpolar Storage Rim,SubpolarCommune747,ecology,0.587076,need gap=0.274 potencies=0.593 trust=1.000 boundary penalty=0.991,2.76,1.970084,1.541035,1.870659,2.373578,3.84,3.925382,2.34621,1.095227,2.036251,1.937825,3.297061
120,Urban Repair Web,UrbanRepCommune450,energy,0.586643,need gap=0.247 potencies=0.822 trust=1.000 boundary penalty=0.991,3.12,1.698212,1.316191,1.628191,3.289746,3.2,4.0,3.393461,0.988844,2.053703,1.862891,3.208
120,Subpolar Storage Rim,SubpolarCommune756,ecology,0.586623,need gap=0.257 potencies=0.631 trust=1.000 boundary penalty=0.991,2.76,1.940131,1.511314,1.824066,2.52451,3.84,4.0,2.597054,1.028665,1.915035,1.838086,3.297061
120,Delta Commons,DeltaComCommune891,ecology,0.586252,need gap=0.257 potencies=0.671 trust=1.000 boundary penalty=0.991,2.76,1.940112,1.456036,1.824036,2.682552,3.84,3.164336,3.210699,1.028623,1.98802,1.867247,3.297061
120,Dryland Solar Arc,DrylandSCommune047,food,0.58591,need gap=0.183 potencies=0.755 trust=1.000 boundary penalty=0.991,3.28,1.854653,1.309291,1.652433,3.020807,3.76,3.918942,2.882118,0.732047,2.047101,1.662516,3.322674
120,Urban Repair Web,UrbanRepCommune817,ecology,0.585637,need gap=0.257 potencies=0.676 trust=1.000 boundary penalty=0.991,2.76,1.940159,1.54212,1.824109,2.704095,3.84,3.0,3.395861,1.028727,1.837095,1.806958,3.297061
120,Highland Care Ring,HighlandCommune291,ecology,0.585467,need gap=0.312 potencies=0.486 trust=1.000 boundary penalty=0.991,2.76,2.03826,1.841234,1.976711,1.944069,3.84,2.812716,2.641593,1.246729,2.057537,2.062996,3.297061
120,Temperate Ring,TemperateCommune364,ecology,0.585402,need gap=0.257 potencies=0.735 trust=1.000 boundary penalty=0.991,2.76,1.940119,1.458282,1.824046,2.940039,3.84,4.0,2.156988,1.028638,1.90081,1.832375,3.297061
120,Steppe Grain Commons,SteppeGrCommune504,ecology,0.585001,need gap=0.257 potencies=0.527 trust=1.000 boundary penalty=0.991,2.76,1.940138,1.492329,1.824076,2.108446,3.84,4.0,3.062733,1.02868,1.875181,1.822156,3.297061
120,Steppe Grain Commons,SteppeGrCommune404,ecology,0.584978,need gap=0.257 potencies=0.715 trust=1.000 boundary penalty=0.991,2.76,1.940112,1.471376,1.824035,2.85834,3.84,3.0,2.818036,1.028621,2.148939,1.931614,3.297061
120,Delta Commons,DeltaComCommune653,ecology,0.584939,need gap=0.257 potencies=0.682 trust=1.000 boundary penalty=0.991,2.76,1.940124,1.456054,1.824054,2.726282,3.84,3.311676,3.061108,1.028648,1.902526,1.833069,3.297061
120,Forest Equator Belt,ForestEqCommune645,ecology,0.584748,need gap=0.257 potencies=0.790 trust=1.000 boundary penalty=0.991,2.76,1.940115,1.45604,1.82404,3.158609,3.84,3.302037,2.292478,1.028629,2.078857,1.903587,3.297061
120,Delta Commons,DeltaComCommune139,ecology,0.584637,need gap=0.257 potencies=0.654 trust=1.000 boundary penalty=0.991,2.76,1.940109,1.456031,1.824031,2.615794,3.84,3.323684,3.078315,1.028615,1.953034,1.853247,3.297061
120,Aqua North Basin,AquaNortCommune641,ecology,0.584394,need gap=0.257 potencies=0.609 trust=1.000 boundary penalty=0.991,2.76,1.940107,1.462015,1.824028,2.437976,3.84,3.177827,3.519174,1.028612,1.876836,1.822766,3.297061
120,Temperate Ring,TemperateCommune414,ecology,0.584201,need gap=0.257 potencies=0.617 trust=1.000 boundary penalty=0.991,2.76,1.94011,1.491543,1.824033,2.467058,3.84,4.0,2.399922,1.028619,2.007015,1.874842,3.297061
120,Mountain Water Towers,MountainCommune065,ecology,0.583927,need gap=0.257 potencies=0.534 trust=1.000 boundary penalty=0.991,2.76,1.940137,1.525792,1.824074,2.134913,3.84,3.0,3.73232,1.028678,1.988001,1.867282,3.297061
120,Forest Equator Belt,ForestEqCommune469,ecology,0.583733,need gap=0.257 potencies=0.783 trust=1.000 boundary penalty=0.991,2.76,1.940101,1.456019,1.824019,3.130868,3.84,3.099033,2.344115,1.028599,2.155531,1.934233,3.297061
120,Dryland Solar Arc,DrylandSCommune415,ecology,0.583583,need gap=0.257 potencies=0.594 trust=1.000 boundary penalty=0.991,2.76,1.940128,1.468049,1.82406,2.37502,3.84,4.0,2.796628,1.028657,1.818406,1.799428,3.297061
120,Delta Commons,DeltaComCommune110,ecology,0.582895,need gap=0.257 potencies=0.576 trust=1.000 boundary penalty=0.991,2.76,1.940128,1.465412,1.824061,2.302022,3.84,3.59706,2.973196,1.028658,1.993594,1.869504,3.297061
120,Dryland Solar Arc,DrylandSCommune340,energy,0.582733,need gap=0.277 potencies=0.856 trust=1.000 boundary penalty=0.991,3.12,1.752412,1.406735,1.712502,3.425632,3.2,3.76611,2.644707,1.109289,1.988225,1.929442,3.208
120,Delta Commons,DeltaComCommune831,ecology,0.581746,need gap=0.299 potencies=0.440 trust=1.000 boundary penalty=0.991,2.76,2.015222,1.725356,1.940874,1.75961,3.84,2.839101,3.139007,1.195534,1.973128,1.989812,3.297061
120,Dryland Solar Arc,DrylandSCommune415,energy,0.581138,need gap=0.293 potencies=0.701 trust=1.000 boundary penalty=0.991,3.12,1.781027,1.457003,1.757015,2.803937,3.2,4.0,2.796628,1.172878,1.897727,1.942207,3.208
120,Temperate Ring,TemperateCommune536,ecology,0.580912,need gap=0.286 potencies=0.602 trust=1.000 boundary penalty=0.991,2.76,1.992121,1.656769,1.904938,2.407615,3.84,3.142986,2.418881,1.144197,1.94898,1.940623,3.297061
120,Aqua North Basin,AquaNortCommune883,ecology,0.580907,need gap=0.257 potencies=0.561 trust=1.000 boundary penalty=0.991,2.76,1.940138,1.456075,1.824075,2.242154,3.84,3.144075,3.505362,1.028679,1.91446,1.837867,3.297061
120,Subpolar Storage Rim,SubpolarCommune390,ecology,0.580118,need gap=0.257 potencies=0.625 trust=1.000 boundary penalty=0.991,2.76,1.940119,1.515627,1.824046,2.50001,3.84,3.665127,2.303253,1.028637,2.066111,1.898495,3.297061
120,Aqua North Basin,AquaNortCommune368,ecology,0.579951,need gap=0.257 potencies=0.560 trust=1.000 boundary penalty=0.991,2.76,1.940118,1.499266,1.824045,2.241701,3.84,3.095156,3.489334,1.028636,1.869394,1.819807,3.297061
120,Island Commons,IslandCoCommune340,energy,0.579638,need gap=0.242 potencies=0.810 trust=1.000 boundary penalty=0.991,3.12,1.689352,1.302409,1.614409,3.241675,3.2,4.0,3.177977,0.969156,2.00908,1.829882,3.208
120,Subpolar Storage Rim,SubpolarCommune790,ecology,0.577923,need gap=0.271 potencies=0.643 trust=1.000 boundary penalty=0.991,2.76,1.965131,1.799752,1.862954,2.571628,3.84,2.941943,2.327907,1.084221,1.902648,1.875909,3.297061
120,Highland Care Ring,HighlandCommune634,ecology,0.577628,need gap=0.302 potencies=0.482 trust=1.000 boundary penalty=0.991,2.76,2.020194,1.830192,1.948607,1.927141,3.84,2.890989,2.304818,1.206581,2.037681,2.02414,3.297061
120,Island Commons,IslandCoCommune279,water,0.576472,need gap=0.145 potencies=0.582 trust=1.000 boundary penalty=0.991,3.52,1.866172,1.205907,1.605907,2.329646,3.88,4.0,3.245263,0.579867,1.975801,1.516818,3.32565
120,Coastal Wind Belt,CoastalWCommune378,energy,0.575407,need gap=0.246 potencies=0.724 trust=1.000 boundary penalty=0.991,3.12,1.695803,1.312444,1.624444,2.895001,3.2,4.0,3.527846,0.983492,1.812113,1.762134,3.208
120,Subpolar Storage Rim,SubpolarCommune669,ecology,0.575147,need gap=0.257 potencies=0.610 trust=1.000 boundary penalty=0.991,2.76,1.940137,1.641973,1.824074,2.440737,3.84,3.0,2.548742,1.028677,2.035298,1.8862,3.297061
120,Steppe Grain Commons,SteppeGrCommune706,ecology,0.574978,need gap=0.257 potencies=0.558 trust=1.000 boundary penalty=0.991,2.76,1.940178,1.492484,1.824139,2.230177,3.84,3.169329,2.985452,1.028769,1.957295,1.85507,3.297061
120,Mountain Water Towers,MountainCommune239,waste,0.573949,need gap=0.213 potencies=0.795 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,3.180916,3.04,4.0,3.700866,0.850995,2.113842,1.780803,3.297061
120,Urban Repair Web,UrbanRepCommune690,water,0.572073,need gap=0.123 potencies=0.659 trust=1.000 boundary penalty=0.991,3.52,1.826817,1.144687,1.544687,2.636711,3.88,4.0,3.436495,0.49241,1.784648,1.373015,3.291317
120,Steppe Grain Commons,SteppeGrCommune516,water,0.569969,need gap=0.129 potencies=0.714 trust=1.000 boundary penalty=0.991,3.52,1.83742,1.179396,1.561182,2.856607,3.88,4.0,3.144337,0.515974,1.648762,1.336805,3.255594
120,Subpolar Storage Rim,SubpolarCommune902,energy,0.569626,need gap=0.243 potencies=0.833 trust=1.000 boundary penalty=0.991,3.12,1.690177,1.303692,1.615692,3.330612,3.2,4.0,2.507288,0.970988,1.956044,1.810078,3.208
120,Steppe Grain Commons,SteppeGrCommune516,food,0.56933,need gap=0.155 potencies=0.724 trust=1.000 boundary penalty=0.991,3.28,1.80436,1.212414,1.574199,2.897588,3.76,4.0,3.144337,0.620285,1.706133,1.440072,3.255594
120,Urban Repair Web,UrbanRepCommune450,waste,0.566158,need gap=0.213 potencies=0.799 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,3.19713,3.04,4.0,3.393461,0.850995,1.977886,1.726421,3.297061
120,Island Commons,IslandCoCommune839,water,0.565535,need gap=0.121 potencies=0.718 trust=1.000 boundary penalty=0.991,3.52,1.822722,1.140897,1.538317,2.871217,3.88,3.731594,3.133535,0.48331,1.746518,1.350756,3.283367
120,Coastal Wind Belt,CoastalWCommune692,waste,0.564415,need gap=0.213 potencies=0.697 trust=1.000 boundary penalty=0.991,3.36,1.508179,1.155695,1.435695,2.786437,3.04,4.0,3.523335,0.850993,2.12562,1.785513,3.297061
120,Steppe Grain Commons,SteppeGrCommune208,food,0.563973,need gap=0.119 potencies=0.800 trust=1.000 boundary penalty=0.991,3.28,1.738776,1.09218,1.47218,3.201822,3.76,4.0,2.888585,0.474543,1.911027,1.409809,3.324007
120,Subpolar Storage Rim,SubpolarCommune902,food,0.563925,need gap=0.147 potencies=0.817 trust=1.000 boundary penalty=0.991,3.28,1.789823,1.171585,1.551585,3.267888,3.76,4.0,2.507288,0.587979,1.745388,1.430899,3.26928
120,Mountain Water Towers,MountainCommune368,waste,0.563423,need gap=0.213 potencies=0.691 trust=1.000 boundary penalty=0.991,3.36,1.508178,1.155693,1.435693,2.764361,3.04,4.0,3.694276,0.850991,1.99002,1.731271,3.297061
120,Island Commons,IslandCoCommune239,energy,0.562914,need gap=0.246 potencies=0.772 trust=1.000 boundary penalty=0.991,3.12,1.695299,1.319213,1.623659,3.088376,3.2,3.497443,2.959284,0.98237,1.840533,1.772638,3.208
120,Delta Commons,DeltaComCommune235,waste,0.562637,need gap=0.213 potencies=0.788 trust=1.000 boundary penalty=0.991,3.36,1.508179,1.155695,1.435695,3.150787,3.04,4.0,3.23605,0.850992,1.968182,1.722537,3.297061
120,Urban Repair Web,UrbanRepCommune754,waste,0.562256,need gap=0.213 potencies=0.790 trust=1.000 boundary penalty=0.991,3.36,1.508178,1.155694,1.435694,3.159798,3.04,4.0,3.330398,0.850992,1.884553,1.689085,3.297061
120,Urban Repair Web,UrbanRepCommune116,waste,0.561237,need gap=0.213 potencies=0.688 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155696,1.435696,2.753109,3.04,4.0,3.435102,0.850995,2.075677,1.765537,3.297061
120,Island Commons,IslandCoCommune279,waste,0.561109,need gap=0.213 potencies=0.711 trust=1.000 boundary penalty=0.991,3.36,1.508176,1.155691,1.435691,2.845587,3.04,4.0,3.245263,0.850986,2.124917,1.785227,3.297061
120,Island Commons,IslandCoCommune594,waste,0.561018,need gap=0.213 potencies=0.718 trust=1.000 boundary penalty=0.991,3.36,1.508178,1.155693,1.435693,2.871665,3.04,4.0,3.244211,0.85099,2.102513,1.776268,3.297061
120,Dryland Solar Arc,DrylandSCommune391,waste,0.560306,need gap=0.213 potencies=0.798 trust=1.000 boundary penalty=0.991,3.36,1.508178,1.155694,1.435694,3.193969,3.04,3.984915,2.96897,0.850991,2.022403,1.744224,3.297061
120,Mountain Water Towers,MountainCommune376,waste,0.559597,need gap=0.213 potencies=0.660 trust=1.000 boundary penalty=0.991,3.36,1.508182,1.171549,1.435701,2.639478,3.04,3.932573,3.720552,0.851001,1.932848,1.70841,3.297061
120,Urban Repair Web,UrbanRepCommune690,waste,0.559112,need gap=0.213 potencies=0.690 trust=1.000 boundary penalty=0.991,3.36,1.508174,1.155688,1.435688,2.759567,3.04,4.0,3.436495,0.850983,1.981863,1.728002,3.297061
120,Temperate Ring,TemperateCommune021,ecology,0.558837,need gap=0.257 potencies=0.508 trust=1.000 boundary penalty=0.991,2.76,1.940126,1.608785,1.824058,2.032829,3.84,3.0,2.217276,1.028654,1.912674,1.837133,3.297061
120,Urban Repair Web,UrbanRepCommune446,waste,0.557756,need gap=0.213 potencies=0.724 trust=1.000 boundary penalty=0.991,3.36,1.508178,1.155693,1.435693,2.897133,3.04,4.0,3.352033,0.85099,1.878441,1.686639,3.297061
120,Highland Care Ring,HighlandCommune710,energy,0.557596,need gap=0.209 potencies=0.852 trust=1.000 boundary penalty=0.991,3.12,1.628933,1.210282,1.520424,3.406269,3.2,4.0,2.246697,0.834891,2.056632,1.745519,3.208
120,Urban Repair Web,UrbanRepCommune482,waste,0.557123,need gap=0.213 potencies=0.676 trust=1.000 boundary penalty=0.991,3.36,1.508178,1.155694,1.435694,2.704269,3.04,4.0,3.450715,0.850991,1.931062,1.707688,3.297061
120,Steppe Grain Commons,SteppeGrCommune208,waste,0.556831,need gap=0.213 potencies=0.732 trust=1.000 boundary penalty=0.991,3.36,1.508176,1.15569,1.43569,2.927386,3.04,4.0,2.888585,0.850985,2.11807,1.782487,3.297061
120,Mountain Water Towers,MountainCommune239,energy,0.556429,need gap=0.147 potencies=0.848 trust=1.000 boundary penalty=0.991,3.12,1.517257,1.034706,1.346706,3.393559,3.2,4.0,3.700866,0.586723,1.968492,1.519173,3.208
120,Aqua North Basin,AquaNortCommune708,waste,0.555618,need gap=0.213 potencies=0.772 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,3.088519,3.04,3.179507,3.539149,0.850995,2.058509,1.75867,3.297061
120,Highland Care Ring,HighlandCommune139,waste,0.555596,need gap=0.213 potencies=0.791 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,3.164597,3.04,3.920679,2.60885,0.850995,2.123791,1.784783,3.297061
120,Coastal Wind Belt,CoastalWCommune384,waste,0.555455,need gap=0.213 potencies=0.695 trust=1.000 boundary penalty=0.991,3.36,1.508178,1.155694,1.435694,2.780301,3.04,4.0,3.494417,0.850991,1.77726,1.646167,3.297061
120,Delta Commons,DeltaComCommune953,waste,0.555321,need gap=0.213 potencies=0.656 trust=1.000 boundary penalty=0.991,3.36,1.508177,1.155693,1.435693,2.622223,3.04,4.0,3.225557,0.85099,2.063034,1.760476,3.297061
120,Coastal Wind Belt,CoastalWCommune746,waste,0.554962,need gap=0.213 potencies=0.646 trust=1.000 boundary penalty=0.991,3.36,1.508177,1.155691,1.435691,2.583285,3.04,4.0,3.512092,0.850988,1.891298,1.69178,3.297061
120,Coastal Wind Belt,CoastalWCommune001,waste,0.554644,need gap=0.213 potencies=0.629 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,2.514085,3.04,4.0,3.57909,0.850995,1.885924,1.689636,3.297061
120,Subpolar Storage Rim,SubpolarCommune578,waste,0.554581,need gap=0.213 potencies=0.800 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,3.20096,3.04,4.0,2.624827,0.850995,1.992978,1.732458,3.297061
120,Coastal Wind Belt,CoastalWCommune607,waste,0.554308,need gap=0.213 potencies=0.633 trust=1.000 boundary penalty=0.991,3.36,1.508177,1.155693,1.435693,2.533233,3.04,4.0,3.505639,0.85099,1.905399,1.697421,3.297061
120,Dryland Solar Arc,DrylandSCommune047,waste,0.554281,need gap=0.213 potencies=0.703 trust=1.000 boundary penalty=0.991,3.36,1.508192,1.192573,1.435715,2.813148,3.04,3.918942,2.882118,0.851021,2.112537,1.780301,3.297061
120,Dryland Solar Arc,DrylandSCommune943,food,0.55393,need gap=0.143 potencies=0.667 trust=1.000 boundary penalty=0.991,3.28,1.781975,1.159378,1.539378,2.666311,3.76,4.0,2.654669,0.57054,1.74223,1.416208,3.270824
120,Island Commons,IslandCoCommune839,waste,0.553797,need gap=0.213 potencies=0.751 trust=1.000 boundary penalty=0.991,3.36,1.508178,1.158275,1.435694,3.002673,3.04,3.731594,3.133535,0.850992,1.948743,1.714761,3.297061
120,Coastal Wind Belt,CoastalWCommune805,water,0.55372,need gap=0.083 potencies=0.636 trust=1.000 boundary penalty=0.991,3.52,1.75501,1.032988,1.432988,2.542747,3.88,4.0,3.593724,0.33284,1.586281,1.170799,3.264773
120,Dryland Solar Arc,DrylandSCommune824,waste,0.553674,need gap=0.213 potencies=0.757 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,3.026842,3.04,3.794582,2.796308,0.850995,2.10635,1.777806,3.297061
120,Coastal Wind Belt,CoastalWCommune378,waste,0.552803,need gap=0.213 potencies=0.663 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,2.653821,3.04,4.0,3.527846,0.850995,1.73924,1.630962,3.297061
120,Island Commons,IslandCoCommune619,waste,0.55264,need gap=0.213 potencies=0.634 trust=1.000 boundary penalty=0.991,3.36,1.508178,1.155693,1.435693,2.537881,3.04,3.968678,3.203273,0.85099,2.049046,1.75488,3.297061
120,Mountain Water Towers,MountainCommune817,waste,0.552348,need gap=0.213 potencies=0.688 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155696,1.435696,2.751221,3.04,3.104548,3.774556,0.850994,2.068694,1.762743,3.297061
120,Coastal Wind Belt,CoastalWCommune805,waste,0.552128,need gap=0.213 potencies=0.595 trust=1.000 boundary penalty=0.991,3.36,1.508176,1.15569,1.43569,2.380182,3.04,4.0,3.593724,0.850986,1.871261,1.683763,3.297061
120,Mountain Water Towers,MountainCommune004,waste,0.552067,need gap=0.213 potencies=0.711 trust=1.000 boundary penalty=0.991,3.36,1.508177,1.155692,1.435692,2.844158,3.04,3.0,3.760825,0.850989,2.064889,1.761217,3.297061
120,Island Commons,IslandCoCommune340,waste,0.552028,need gap=0.213 potencies=0.660 trust=1.000 boundary penalty=0.991,3.36,1.508179,1.155696,1.435696,2.64001,3.04,4.0,3.177977,0.850994,1.944091,1.712902,3.297061
120,Urban Repair Web,UrbanRepCommune499,waste,0.550852,need gap=0.213 potencies=0.666 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,2.662659,3.04,4.0,3.370285,0.850995,1.753906,1.636829,3.297061
120,Steppe Grain Commons,SteppeGrCommune541,waste,0.549968,need gap=0.213 potencies=0.688 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155697,1.435697,2.753034,3.04,4.0,2.990531,0.850995,1.896404,1.693828,3.297061
120,Aqua North Basin,AquaNortCommune313,waste,0.549901,need gap=0.213 potencies=0.758 trust=1.000 boundary penalty=0.991,3.36,1.50818,1.155696,1.435696,3.030743,3.04,3.312763,3.475664,0.850995,1.818924,1.662835,3.297061
120,Subpolar Storage Rim,SubpolarCommune902,waste,0.54966,need gap=0.213 potencies=0.792 trust=1.000 boundary penalty=0.991,3.36,1.508179,1.155695,1.435695,3.167202,3.04,4.0,2.507288,0.850993,1.890046,1.691283,3.297061
120,Steppe Grain Commons,SteppeGrCommune856,waste,0.548931,need gap=0.213 potencies=0.659 trust=1.000 boundary penalty=0.991,3.36,1.508179,1.155695,1.435695,2.636564,3.04,4.0,2.944234,0.850992,1.969701,1.723144,3.297061
120,Island Commons,IslandCoCommune706,waste,0.548854,need gap=0.213 potencies=0.671 trust=1.000 boundary penalty=0.991,3.36,1.508177,1.155693,1.435693,2.684,3.04,4.0,3.097358,0.850989,1.832107,1.668104,3.297061
