step,mode,market,unit,region,actor_a,actor_b,amount,object_id,result
89,gmoe,dividend,STOCK,R04,A036,A022,0.008381865436088223,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A023,0.014218666481913469,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A024,0.02321968020221214,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A025,0.05561146554182104,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A026,0.04133887981809177,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A027,0.030754194769733345,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A028,0.17573466133022503,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A030,0.012553058296908776,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A032,0.013911046098918212,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A033,0.12680402904207835,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A034,0.019641191442684947,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A036,1.6556755168120898,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A038,0.014950441113725729,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A039,0.03911424204259934,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R04,A036,A043,0.1261733891509457,STOCK_A036,omk_dividend
89,gmoe,dividend,STOCK,R01,A050,A050,0.032305365730807965,STOCK_A050,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A008,0.0058277026553224314,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A009,0.009917181478339858,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A012,0.0035068695028387825,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A014,0.0057737738725401454,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A015,0.0037430357387798693,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A018,0.005254595127026475,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A019,0.17016201802644118,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A028,0.010855119477163493,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A033,0.004959979861768564,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A039,0.0014773395603422798,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R02,A019,A042,0.0016031570056012695,STOCK_A019,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A000,0.021650437361991223,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A004,0.03652123319567413,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A005,0.01200838561863183,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A006,0.01355792270334653,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A007,0.01452722665697698,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A008,0.03267297010540334,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A009,0.19139044075668854,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A010,0.05884754788201107,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A011,0.02388529557545552,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A013,0.01270967715254029,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A014,0.07074858907306791,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A015,0.03587806869875065,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A016,0.01995964594407009,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A017,0.028478129123583277,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A019,0.18235812332179915,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A027,0.014455959039944061,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A028,1.7177744307039662,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A029,0.021298062797868913,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A030,0.014980586048496003,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A031,0.011766158927911524,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A033,0.1612335394566109,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A034,0.012665672038499028,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A035,0.010544293390842504,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A036,0.09303037770965619,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A043,0.15004497643739703,STOCK_A028,omk_dividend
89,gmoe,dividend,STOCK,R04,A028,A044,0.037012250278816695,STOCK_A028,omk_dividend
89,gmoe,credit_market,DEBT,R02,A014,A008,3.5,CR_89_A008,omk_credit
89,gmoe,credit_market,DEBT,R02,A014,A026,3.5,CR_89_A026,omk_credit
89,gmoe,credit_market,DEBT,R00,A014,A029,3.5,CR_89_A029,omk_credit
89,gmoe,credit_market,DEBT,R00,A014,A039,3.5,CR_89_A039,omk_credit
89,gmoe,credit_settlement,DEBT,R00,A027,A014,3.8500000000000005,CR_84_A027,fulfilled_omk
89,gmoe,interregional_bridge,BRIDGE,R04,A032,R02,0.7548435907942908,PKT_89_R04_R02_265,sent
89,gmoe,interregional_bridge,BRIDGE,R00,A023,R04,0.7901375827889336,PKT_89_R00_R04_266,sent
89,gmoe,interregional_bridge,BRIDGE,R02,A033,R04,2.0,PKT_89_R02_R04_267,sent
89,gmoe,interregional_settlement,BRIDGE,R04,A017,R04,1.4376135606674145,PKT_78_R03_R04_234,accepted
89,gmoe,interregional_settlement,BRIDGE,R02,A000,R02,1.641627420513733,PKT_80_R01_R02_239,accepted
89,gmoe,interregional_settlement,BRIDGE,R01,A019,R01,2.0,PKT_83_R02_R01_247,rejected_low_trust_or_proof
89,gmoe,interregional_settlement,BRIDGE,R01,A014,R01,2.0,PKT_83_R03_R01_249,rejected_low_trust_or_proof
89,gmoe,interregional_settlement,BRIDGE,R01,A023,R01,0.8262566855131378,PKT_84_R00_R01_250,accepted
89,gmoe,repair_fund,REPAIR,R04,repair_fund,A010,2.5,repair_harm,funded
90,gmoe,goods_market,OMK,R04,A051,A038,3.315956310748901,goods,insufficient_omk
90,gmoe,securities_market,STOCK,R00,A027,A028,23.657910178814642,STOCK_A028,insufficient_omk
90,gmoe,securities_market,STOCK,R02,A002,A009,30.639144651602216,STOCK_A009,insufficient_omk
90,gmoe,securities_market,STOCK,R04,A032,A014,26.061258653424613,STOCK_A014,insufficient_omk
90,gmoe,securities_market,STOCK,R04,A024,A036,39.98365786052239,STOCK_A036,insufficient_omk
90,gmoe,securities_market,STOCK,R03,A001,A014,7.865122214807031,STOCK_A014,insufficient_omk
90,gmoe,securities_market,STOCK,R02,A046,A009,34.741636155684596,STOCK_A009,insufficient_omk
90,gmoe,securities_market,STOCK,R00,A023,A036,42.67689282472325,STOCK_A036,insufficient_omk
90,gmoe,securities_market,STOCK,R00,A015,A033,34.5300135525698,STOCK_A033,insufficient_omk
90,gmoe,securities_market,STOCK,R03,A021,A014,21.198580394411387,STOCK_A014,insufficient_omk
90,gmoe,securities_market,STOCK,R04,A030,A014,16.753101808409216,STOCK_A014,insufficient_omk
90,gmoe,securities_market,STOCK,R01,A044,A014,40.736169428388145,STOCK_A014,insufficient_omk
90,gmoe,securities_market,STOCK,R04,A022,A033,42.41693589165807,STOCK_A033,insufficient_omk
90,gmoe,dividend,STOCK,R02,A009,A000,0.05853965335125123,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A001,0.0069519182846331925,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A003,0.014981685499561125,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A006,0.009862117102648458,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A007,0.05654138589716923,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A008,0.010054778957131114,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A009,1.0794014817681452,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A010,0.03595692906486818,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A011,0.044951413041160904,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A013,0.03542282747881555,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A015,0.0474382563770759,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A016,0.011327629827982584,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A018,0.02957419133377838,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A019,0.02091428548008241,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A020,0.04346026234432831,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A021,0.026212234117127583,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A023,0.05213494804912284,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A024,0.01159388741087768,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A026,0.006609819948807371,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A027,0.00757492188693743,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A028,0.07047068682541036,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A029,0.023045939393124975,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A033,0.01653368324268485,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A034,0.0058453756239670775,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A036,0.09327416858226802,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A037,0.015710005266062078,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A039,0.009768063154615663,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A040,0.01702464630128972,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A041,0.02920192467635847,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A043,0.09515397848163794,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A044,0.01647472813040738,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A048,0.007844251678735226,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A052,0.011028189169823729,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R02,A009,A056,0.019098911893051948,STOCK_A009,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A000,0.036229388012388945,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A001,0.01052794505686906,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A002,0.04860974240923588,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A003,0.015373691498940821,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A004,0.043688973129899514,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A005,0.04744477104748442,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A006,0.05853297290500474,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A007,0.08370036370190953,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A009,0.21000705890530372,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A010,0.021663704460301716,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A012,0.03650770366172463,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A013,0.03475893586259464,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A014,1.3762589427017067,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A015,0.025873522763132584,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A016,0.07683601611481801,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A017,0.09414261553157033,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A018,0.025416366874684997,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A019,0.09027534731060521,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A021,0.008767334022335557,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A025,0.03224133311257869,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A026,0.016055978588068863,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A027,0.00782764540673856,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A028,0.10516262708864621,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A030,0.018858730981905235,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A031,0.02624934810224658,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A032,0.03749629587131507,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A033,0.10512067563642404,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A035,0.026924858667466522,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A036,0.13290701790721843,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A037,0.012301305265337232,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A040,0.014643782590431196,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A041,0.0250728776727672,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A043,0.028510923981166933,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A044,0.033731415807138614,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A045,0.015346319781532176,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A046,0.009247343163925446,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R03,A014,A058,0.00768612440458182,STOCK_A014,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A000,0.03878976577931946,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A001,0.04110536444085364,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A002,0.015694868597040574,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A003,0.06724346512734268,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A006,0.01810439598934936,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A009,0.08267536170499518,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A010,0.03046043994077183,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A012,0.03564327581611139,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A014,0.14924586874883394,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A016,0.00844901723574216,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A018,0.023404530247281917,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A019,0.1597362523296078,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A021,0.007889596768271964,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A022,0.04667977821136042,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A026,0.008037643561955419,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A028,0.3273027509752947,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A029,0.010010898038870512,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A031,0.02165813283800098,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A033,1.4746214630971122,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A036,0.2706259683898339,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A037,0.011758980031978089,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A039,0.007547554809113716,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A042,0.015578819314673925,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R02,A033,A043,0.12773580800628415,STOCK_A033,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A001,0.010171092481049415,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A002,0.037908314578023836,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A003,0.013322350743955626,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A005,0.03200881321309227,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A009,0.11521612080647826,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A010,0.04561842151072281,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A013,0.010139269339215596,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A014,0.1801786449737311,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A015,0.023172007993239197,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A019,0.174182636780456,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A022,0.008381865436088223,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A023,0.014218666481913469,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A024,0.02321968020221214,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A025,0.05561146554182104,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A026,0.04133887981809177,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A027,0.030754194769733345,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A028,0.17573466133022503,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A030,0.012553058296908776,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A032,0.013911046098918212,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A033,0.12680402904207835,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A034,0.019641191442684947,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A036,1.6556755168120898,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A038,0.014950441113725729,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A039,0.03911424204259934,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R04,A036,A043,0.1261733891509457,STOCK_A036,omk_dividend
90,gmoe,dividend,STOCK,R01,A050,A050,0.032305365730807965,STOCK_A050,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A008,0.006634784292625209,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A009,0.011290617210799079,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A012,0.003992537723672488,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A014,0.006573386884060185,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A015,0.004261410747116689,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A018,0.005982306798213153,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A019,0.19372784631901843,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A028,0.012358450741455952,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A033,0.005646890108324975,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A039,0.0016819371010428606,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R02,A019,A042,0.0018251790711492422,STOCK_A019,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A000,0.021650437361991223,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A004,0.03652123319567413,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A005,0.01200838561863183,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A006,0.01355792270334653,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A007,0.01452722665697698,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A008,0.03267297010540334,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A009,0.19139044075668854,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A010,0.05884754788201107,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A011,0.02388529557545552,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A013,0.01270967715254029,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A014,0.07074858907306791,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A015,0.03587806869875065,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A016,0.01995964594407009,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A017,0.028478129123583277,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A019,0.18235812332179915,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A027,0.014455959039944061,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A028,1.7177744307039662,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A029,0.021298062797868913,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A030,0.014980586048496003,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A031,0.011766158927911524,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A033,0.1612335394566109,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A034,0.012665672038499028,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A035,0.010544293390842504,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A036,0.09303037770965619,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A043,0.15004497643739703,STOCK_A028,omk_dividend
90,gmoe,dividend,STOCK,R04,A028,A044,0.037012250278816695,STOCK_A028,omk_dividend
90,gmoe,credit_market,DEBT,R02,A014,A008,3.5,CR_90_A008,omk_credit
90,gmoe,credit_market,DEBT,R00,A014,A027,3.5,CR_90_A027,omk_credit
90,gmoe,credit_settlement,DEBT,R03,A017,A014,3.8500000000000005,CR_85_A017,fulfilled_omk
90,gmoe,credit_settlement,DEBT,R04,A034,A014,3.8500000000000005,CR_85_A034,fulfilled_omk
90,gmoe,interregional_bridge,BRIDGE,R04,A032,R01,0.6985686908883662,PKT_90_R04_R01_268,sent
90,gmoe,interregional_bridge,BRIDGE,R01,A043,R02,2.0,PKT_90_R01_R02_269,sent
90,gmoe,interregional_bridge,BRIDGE,R00,A012,R04,1.204082748075013,PKT_90_R00_R04_270,sent
90,gmoe,interregional_settlement,BRIDGE,R03,A043,R03,2.0000000000000004,PKT_84_R01_R03_251,rejected_low_trust_or_proof
90,gmoe,repair_fund,REPAIR,R04,repair_fund,A010,2.5,repair_harm,funded
91,gmoe,goods_market,OMK,R04,A051,A024,3.315956310748901,goods,insufficient_omk
91,gmoe,securities_market,STOCK,R02,A057,A036,38.24358302740215,STOCK_A036,insufficient_omk
91,gmoe,securities_market,STOCK,R00,A029,A036,46.696436663357204,STOCK_A036,insufficient_omk
91,gmoe,securities_market,STOCK,R01,A043,A036,21.643436578678795,STOCK_A036,paid_omk
91,gmoe,securities_market,STOCK,R04,A055,A028,51.471907162229776,STOCK_A028,insufficient_omk
91,gmoe,securities_market,STOCK,R04,A025,A028,39.82789465854444,STOCK_A028,insufficient_omk
91,gmoe,securities_market,STOCK,R00,A054,A033,28.388791641505176,STOCK_A033,insufficient_omk
91,gmoe,securities_market,STOCK,R00,A041,A014,22.81362115861069,STOCK_A014,insufficient_omk
91,gmoe,securities_market,STOCK,R01,A053,A036,45.574057259196636,STOCK_A036,insufficient_omk
91,gmoe,securities_market,STOCK,R04,A048,A014,14.92726940226427,STOCK_A014,insufficient_omk
91,gmoe,securities_market,STOCK,R03,A017,A009,12.123895291101107,STOCK_A009,insufficient_omk
91,gmoe,securities_market,STOCK,R04,A028,A036,25.591952435040504,STOCK_A036,paid_omk
91,gmoe,dividend,STOCK,R02,A009,A000,0.05841912996024649,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A001,0.006937605443376268,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A003,0.014950840705716185,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A006,0.009841812646990597,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A007,0.05642497660585441,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A008,0.010034077842820696,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A009,1.077179173992292,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A010,0.03588289973990768,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A011,0.0448588655725644,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A013,0.03534989778001624,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A015,0.04734058891246672,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A016,0.01130430812584125,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A018,0.029513303002165227,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A019,0.020871226451506065,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A020,0.0433707849065262,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A021,0.026158267495175615,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A023,0.052027610879033466,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A024,0.011570017528743225,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A026,0.006596211431015491,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A027,0.007559326385082785,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A028,0.07032559942471002,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A029,0.02299849164436768,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A033,0.01649964314411696,STOCK_A009,omk_dividend
91,gmoe,dividend,STOCK,R02,A009,A034,0.005833340969650459,STOCK_A009,omk_dividend
