step,kind,legacy_term_replaced,action,domain,sector,from_region,from_commune,to_region,to_commune,activated_effect,causal_link,direction_vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle_direction
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 900,Aqua-North Basin,Aqua-Nort Commune 900,41284888.2009,water:Aqua-Nort Commune 900->Aqua-Nort Commune 900,angle=3.237; difference=3.705; determination=3.326,"contribution time directed by truth-vector priority, not wage/price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,contribution_offer,sell/labour_supply,activate_causal_effect,ecology,planetary_regeneration,Highland Care Ring,Highland Commune 634,Highland Care Ring,Highland Commune 634,14572515.596798,ecology:Highland Commune 634->Highland Commune 634,angle=3.297; difference=1.207; determination=2.038,"contribution time directed by truth-vector priority, not wage/price",2.76,2.020194,1.830192,1.948607,1.927141,3.84,2.890989,2.304818,1.206581,2.037681,2.02414,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,waste,material_difference_resolution,Highland Care Ring,Highland Commune 634,Highland Care Ring,Highland Commune 634,12814402.358181,waste:Highland Commune 634->Highland Commune 634,angle=3.297; difference=0.863; determination=1.849,"contribution time directed by truth-vector priority, not wage/price",3.36,1.513757,1.413957,1.444372,2.145532,3.04,2.890989,2.304818,0.863388,1.848924,1.684379,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,5104427.097493,water:Highland Commune 617->Highland Commune 617,angle=3.271; difference=3.997; determination=3.628,"contribution time directed by truth-vector priority, not wage/price",3.52,3.403974,3.685024,3.998042,2.605508,3.88,2.838045,2.463371,3.997203,3.62833,4.0,3.271168
120,contribution_offer,sell/labour_supply,activate_causal_effect,food,primary_reproduction,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,5217302.114962,food:Highland Commune 617->Highland Commune 617,angle=3.271; difference=4.000; determination=3.630,"contribution time directed by truth-vector priority, not wage/price",3.28,3.325232,3.646981,3.94,2.431804,3.76,2.838045,2.463371,4.0,3.629869,4.0,3.271168
120,contribution_offer,sell/labour_supply,activate_causal_effect,energy,infrastructure_energy,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,4699796.313016,energy:Highland Commune 617->Highland Commune 617,angle=3.208; difference=3.422; determination=3.312,"contribution time directed by truth-vector priority, not wage/price",3.12,2.793261,3.106582,3.331601,3.175569,3.2,2.838045,2.463371,3.422287,3.312126,4.0,3.208
120,contribution_offer,sell/labour_supply,activate_causal_effect,shelter,social_infrastructure,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2819014.721231,shelter:Highland Commune 617->Highland Commune 617,angle=3.120; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",2.92,1.381232,0.774981,1.032,3.049531,3.52,2.838045,2.463371,0.0,1.429869,0.851947,3.12
120,contribution_offer,sell/labour_supply,activate_causal_effect,health,care_reproduction,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2949921.54535,health:Highland Commune 617->Highland Commune 617,angle=3.271; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",3.04,1.445232,0.806981,1.08,3.125574,3.64,2.838045,2.463371,0.0,1.429869,0.851947,3.271168
120,contribution_offer,sell/labour_supply,activate_causal_effect,care,care_reproduction,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2770207.857453,care:Highland Commune 617->Highland Commune 617,angle=3.271; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",3.24,1.221232,0.694981,0.912,2.827921,3.2,2.838045,2.463371,0.0,1.429869,0.851947,3.271168
120,contribution_offer,sell/labour_supply,activate_causal_effect,education,knowledge_reproduction,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2484365.622534,education:Highland Commune 617->Highland Commune 617,angle=2.591; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",2.8,0.997232,0.582981,0.744,2.498541,3.0,2.838045,2.463371,0.0,1.429869,0.851947,2.59147
120,contribution_offer,sell/labour_supply,activate_causal_effect,mobility,logistics_circulation,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2303700.77722,mobility:Highland Commune 617->Highland Commune 617,angle=2.867; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",2.64,0.805232,0.486981,0.6,2.761575,2.28,2.838045,2.463371,0.0,1.429869,0.851947,2.8672
120,contribution_offer,sell/labour_supply,activate_causal_effect,manufacturing,material_transformation,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2677907.103842,manufacturing:Highland Commune 617->Highland Commune 617,angle=3.576; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",2.88,1.061232,0.614981,0.792,3.338433,2.96,2.838045,2.463371,0.0,1.429869,0.851947,3.576
120,contribution_offer,sell/labour_supply,activate_causal_effect,storage,resilience_capital,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2559452.664227,storage:Highland Commune 617->Highland Commune 617,angle=3.360; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",3.08,1.029232,0.598981,0.768,2.643304,3.08,2.838045,2.463371,0.0,1.429869,0.851947,3.36
120,contribution_offer,sell/labour_supply,activate_causal_effect,governance,institutional_coordination,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2626249.442257,governance:Highland Commune 617->Highland Commune 617,angle=3.394; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",2.68,1.189232,0.678981,0.888,2.705053,3.44,2.838045,2.463371,0.0,1.429869,0.851947,3.393816
120,contribution_offer,sell/labour_supply,activate_causal_effect,knowledge,knowledge_reproduction,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2591803.516324,knowledge:Highland Commune 617->Highland Commune 617,angle=3.394; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",2.76,1.093232,0.630981,0.816,2.803692,3.28,2.838045,2.463371,0.0,1.429869,0.851947,3.393816
120,contribution_offer,sell/labour_supply,activate_causal_effect,resilience,risk_protection,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2694810.152528,resilience:Highland Commune 617->Highland Commune 617,angle=3.404; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",2.52,1.317232,0.742981,0.984,2.609043,3.52,2.838045,2.463371,0.0,1.429869,0.851947,3.404479
120,contribution_offer,sell/labour_supply,activate_causal_effect,repair,circular_industry,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,2635968.637739,repair:Highland Commune 617->Highland Commune 617,angle=3.297; difference=0.000; determination=1.430,"contribution time directed by truth-vector priority, not wage/price",3.28,0.933232,0.550981,0.696,2.698978,2.88,2.838045,2.463371,0.0,1.429869,0.851947,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,ecology,planetary_regeneration,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,4011671.468843,ecology:Highland Commune 617->Highland Commune 617,angle=3.297; difference=1.884; determination=2.466,"contribution time directed by truth-vector priority, not wage/price",2.76,2.325096,2.141881,2.4229,2.582429,3.84,2.838045,2.463371,1.884142,2.466147,2.717248,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,waste,material_difference_resolution,Highland Care Ring,Highland Commune 617,Highland Care Ring,Highland Commune 617,3195993.814097,waste:Highland Commune 617->Highland Commune 617,angle=3.297; difference=0.856; determination=1.900,"contribution time directed by truth-vector priority, not wage/price",3.36,1.510258,1.245911,1.43893,2.698978,3.04,2.838045,2.463371,0.855614,1.900456,1.699005,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,33835216.031194,water:Highland Commune 128->Highland Commune 128,angle=3.288; difference=2.191; determination=2.703,"contribution time directed by truth-vector priority, not wage/price",3.52,2.591139,2.429405,2.733633,2.316618,3.88,4.0,2.442212,2.190905,2.703437,3.048372,3.287625
120,contribution_offer,sell/labour_supply,activate_causal_effect,food,primary_reproduction,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,41857428.417084,food:Highland Commune 128->Highland Commune 128,angle=3.288; difference=4.000; determination=3.698,"contribution time directed by truth-vector priority, not wage/price",3.28,3.325232,3.655772,3.94,1.996919,3.76,4.0,2.442212,4.0,3.698439,4.0,3.287625
120,contribution_offer,sell/labour_supply,activate_causal_effect,energy,infrastructure_energy,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,34244106.147423,energy:Highland Commune 128->Highland Commune 128,angle=3.208; difference=2.530; determination=2.890,"contribution time directed by truth-vector priority, not wage/price",3.12,2.391913,2.491053,2.707282,2.967724,3.2,4.0,2.442212,2.530402,2.890161,3.384474,3.208
120,contribution_offer,sell/labour_supply,activate_causal_effect,shelter,social_infrastructure,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,22926220.405231,shelter:Highland Commune 128->Highland Commune 128,angle=3.120; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",2.92,1.381232,0.783772,1.032,2.716112,3.52,4.0,2.442212,0.0,1.498439,0.879376,3.12
120,contribution_offer,sell/labour_supply,activate_causal_effect,health,care_reproduction,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,23652877.148429,health:Highland Commune 128->Highland Commune 128,angle=3.288; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",3.04,1.445232,0.815772,1.08,2.42274,3.64,4.0,2.442212,0.0,1.498439,0.879376,3.287625
120,contribution_offer,sell/labour_supply,activate_causal_effect,care,care_reproduction,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,22355289.238499,care:Highland Commune 128->Highland Commune 128,angle=3.288; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",3.24,1.221232,0.703772,0.912,2.264158,3.2,4.0,2.442212,0.0,1.498439,0.879376,3.287625
120,contribution_offer,sell/labour_supply,activate_causal_effect,education,knowledge_reproduction,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,20661207.486469,education:Highland Commune 128->Highland Commune 128,angle=2.591; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",2.8,0.997232,0.591772,0.744,2.66533,3.0,4.0,2.442212,0.0,1.498439,0.879376,2.59147
120,contribution_offer,sell/labour_supply,activate_causal_effect,mobility,logistics_circulation,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,18592145.570535,mobility:Highland Commune 128->Highland Commune 128,angle=2.867; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",2.64,0.805232,0.495772,0.6,2.079496,2.28,4.0,2.442212,0.0,1.498439,0.879376,2.8672
120,contribution_offer,sell/labour_supply,activate_causal_effect,manufacturing,material_transformation,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,21567560.478392,manufacturing:Highland Commune 128->Highland Commune 128,angle=3.576; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",2.88,1.061232,0.623772,0.792,2.674988,2.96,4.0,2.442212,0.0,1.498439,0.879376,3.576
120,contribution_offer,sell/labour_supply,activate_causal_effect,storage,resilience_capital,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,21176906.211799,storage:Highland Commune 128->Highland Commune 128,angle=3.360; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",3.08,1.029232,0.607772,0.768,2.613023,3.08,4.0,2.442212,0.0,1.498439,0.879376,3.36
120,contribution_offer,sell/labour_supply,activate_causal_effect,governance,institutional_coordination,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,21702495.61088,governance:Highland Commune 128->Highland Commune 128,angle=3.490; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",2.68,1.189232,0.687772,0.888,2.574689,3.44,4.0,2.442212,0.0,1.498439,0.879376,3.489815
120,contribution_offer,sell/labour_supply,activate_causal_effect,knowledge,knowledge_reproduction,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,21728285.27412,knowledge:Highland Commune 128->Highland Commune 128,angle=3.490; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",2.76,1.093232,0.639772,0.816,3.055434,3.28,4.0,2.442212,0.0,1.498439,0.879376,3.489815
120,contribution_offer,sell/labour_supply,activate_causal_effect,resilience,risk_protection,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,22488970.19779,resilience:Highland Commune 128->Highland Commune 128,angle=3.500; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",2.52,1.317232,0.751772,0.984,2.799947,3.52,4.0,2.442212,0.0,1.498439,0.879376,3.500478
120,contribution_offer,sell/labour_supply,activate_causal_effect,repair,circular_industry,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,21806321.462607,repair:Highland Commune 128->Highland Commune 128,angle=3.297; difference=0.000; determination=1.498,"contribution time directed by truth-vector priority, not wage/price",3.28,0.933232,0.559772,0.696,2.800152,2.88,4.0,2.442212,0.0,1.498439,0.879376,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,ecology,planetary_regeneration,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,28787284.049214,ecology:Highland Commune 128->Highland Commune 128,angle=3.297; difference=1.029; determination=2.064,"contribution time directed by truth-vector priority, not wage/price",2.76,1.940115,1.551811,1.82404,2.46809,3.84,4.0,2.442212,1.028628,2.064185,1.897718,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,waste,material_difference_resolution,Highland Care Ring,Highland Commune 128,Highland Care Ring,Highland Commune 128,26259769.07294,waste:Highland Commune 128->Highland Commune 128,angle=3.297; difference=0.851; determination=1.967,"contribution time directed by truth-vector priority, not wage/price",3.36,1.508208,1.251512,1.43574,2.800152,3.04,4.0,2.442212,0.851057,1.966521,1.721922,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,19428814.013575,water:Highland Commune 710->Highland Commune 710,angle=3.311; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",3.52,1.605232,0.801859,1.2,3.171065,3.88,4.0,2.246697,0.0,1.597442,0.918977,3.311386
120,contribution_offer,sell/labour_supply,activate_causal_effect,food,primary_reproduction,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,25123601.940582,food:Highland Commune 710->Highland Commune 710,angle=3.311; difference=1.489; determination=2.416,"contribution time directed by truth-vector priority, not wage/price",3.28,2.195185,1.804008,2.182149,3.06989,3.76,4.0,2.246697,1.488785,2.416273,2.392873,3.311386
120,contribution_offer,sell/labour_supply,activate_causal_effect,energy,infrastructure_energy,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,21163555.607539,energy:Highland Commune 710->Highland Commune 710,angle=3.208; difference=0.835; determination=2.057,"contribution time directed by truth-vector priority, not wage/price",3.12,1.628933,1.210282,1.520424,3.406269,3.2,4.0,2.246697,0.834891,2.056632,1.745519,3.208
120,contribution_offer,sell/labour_supply,activate_causal_effect,shelter,social_infrastructure,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,18187753.170036,shelter:Highland Commune 710->Highland Commune 710,angle=3.120; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",2.92,1.381232,0.689859,1.032,3.213062,3.52,4.0,2.246697,0.0,1.597442,0.918977,3.12
120,contribution_offer,sell/labour_supply,activate_causal_effect,health,care_reproduction,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,18840266.818834,health:Highland Commune 710->Highland Commune 710,angle=3.311; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",3.04,1.445232,0.721859,1.08,3.085501,3.64,4.0,2.246697,0.0,1.597442,0.918977,3.311386
120,contribution_offer,sell/labour_supply,activate_causal_effect,care,care_reproduction,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,17775957.629545,care:Highland Commune 710->Highland Commune 710,angle=3.311; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",3.24,1.221232,0.609859,0.912,2.824317,3.2,4.0,2.246697,0.0,1.597442,0.918977,3.311386
120,contribution_offer,sell/labour_supply,activate_causal_effect,education,knowledge_reproduction,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,16211506.626827,education:Highland Commune 710->Highland Commune 710,angle=2.591; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",2.8,0.997232,0.497859,0.744,2.852967,3.0,4.0,2.246697,0.0,1.597442,0.918977,2.59147
120,contribution_offer,sell/labour_supply,activate_causal_effect,mobility,logistics_circulation,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,14900539.95258,mobility:Highland Commune 710->Highland Commune 710,angle=2.867; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",2.64,0.805232,0.401859,0.6,2.725701,2.28,4.0,2.246697,0.0,1.597442,0.918977,2.8672
120,contribution_offer,sell/labour_supply,activate_causal_effect,manufacturing,material_transformation,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,17424077.094859,manufacturing:Highland Commune 710->Highland Commune 710,angle=3.576; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",2.88,1.061232,0.529859,0.792,3.627797,2.96,4.0,2.246697,0.0,1.597442,0.918977,3.576
120,contribution_offer,sell/labour_supply,activate_causal_effect,storage,resilience_capital,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,16734390.104827,storage:Highland Commune 710->Highland Commune 710,angle=3.360; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",3.08,1.029232,0.513859,0.768,2.863425,3.08,4.0,2.246697,0.0,1.597442,0.918977,3.36
120,contribution_offer,sell/labour_supply,activate_causal_effect,governance,institutional_coordination,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,17754745.771717,governance:Highland Commune 710->Highland Commune 710,angle=3.628; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",2.68,1.189232,0.593859,0.888,3.657866,3.44,4.0,2.246697,0.0,1.597442,0.918977,3.628418
120,contribution_offer,sell/labour_supply,activate_causal_effect,knowledge,knowledge_reproduction,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,17334181.022096,knowledge:Highland Commune 710->Highland Commune 710,angle=3.628; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",2.76,1.093232,0.545859,0.816,3.433092,3.28,4.0,2.246697,0.0,1.597442,0.918977,3.628418
120,contribution_offer,sell/labour_supply,activate_causal_effect,resilience,risk_protection,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,17750691.695121,resilience:Highland Commune 710->Highland Commune 710,angle=3.639; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",2.52,1.317232,0.657859,0.984,2.901846,3.52,4.0,2.246697,0.0,1.597442,0.918977,3.639081
120,contribution_offer,sell/labour_supply,activate_causal_effect,repair,circular_industry,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,17083858.790727,repair:Highland Commune 710->Highland Commune 710,angle=3.297; difference=0.000; determination=1.597,"contribution time directed by truth-vector priority, not wage/price",3.28,0.933232,0.465859,0.696,2.953131,2.88,4.0,2.246697,0.0,1.597442,0.918977,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,ecology,planetary_regeneration,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,22968654.564645,ecology:Highland Commune 710->Highland Commune 710,angle=3.297; difference=1.029; determination=2.163,"contribution time directed by truth-vector priority, not wage/price",2.76,1.940104,1.457882,1.824023,3.290346,3.84,4.0,2.246697,1.028604,2.163174,1.937295,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,waste,material_difference_resolution,Highland Care Ring,Highland Commune 710,Highland Care Ring,Highland Commune 710,20618371.129964,waste:Highland Commune 710->Highland Commune 710,angle=3.297; difference=0.851; determination=2.065,"contribution time directed by truth-vector priority, not wage/price",3.36,1.50818,1.157555,1.435696,2.953131,3.04,4.0,2.246697,0.850995,2.065489,1.761462,3.297061
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 900,Mountain Water Towers,Mountain Commune 913,19438851.325359,water:Aqua-Nort Commune 900->Mountain Commune 913,angle=3.273; difference=4.000; determination=3.639,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.843857,4.0,2.543229,3.88,2.907162,3.72547,4.0,3.638782,4.0,3.273308
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 883,Mountain Water Towers,Mountain Commune 913,47420890.354864,water:Aqua-Nort Commune 883->Mountain Commune 913,angle=3.273; difference=4.000; determination=3.639,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.843857,4.0,2.543229,3.88,2.907162,3.72547,4.0,3.638782,4.0,3.273308
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 313,Mountain Water Towers,Mountain Commune 913,27023405.522214,water:Aqua-Nort Commune 313->Mountain Commune 913,angle=3.273; difference=4.000; determination=3.639,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.843857,4.0,2.543229,3.88,2.907162,3.72547,4.0,3.638782,4.0,3.273308
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 313,Mountain Water Towers,Mountain Commune 065,7974718.96629,water:Aqua-Nort Commune 313->Mountain Commune 065,angle=3.269; difference=4.000; determination=3.622,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.669717,4.0,2.520833,3.88,3.0,3.73232,4.0,3.622228,4.0,3.269335
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 454,Mountain Water Towers,Mountain Commune 065,27882209.170707,water:Aqua-Nort Commune 454->Mountain Commune 065,angle=3.269; difference=4.000; determination=3.622,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.669717,4.0,2.520833,3.88,3.0,3.73232,4.0,3.622228,4.0,3.269335
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 708,Mountain Water Towers,Mountain Commune 065,39424483.530793,water:Aqua-Nort Commune 708->Mountain Commune 065,angle=3.269; difference=4.000; determination=3.622,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.669717,4.0,2.520833,3.88,3.0,3.73232,4.0,3.622228,4.0,3.269335
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 708,Mountain Water Towers,Mountain Commune 004,7637227.67989,water:Aqua-Nort Commune 708->Mountain Commune 004,angle=3.311; difference=4.000; determination=3.797,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.6,4.0,2.305013,3.88,3.0,3.760825,4.0,3.796845,4.0,3.311243
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 641,Mountain Water Towers,Mountain Commune 004,15202126.60534,water:Aqua-Nort Commune 641->Mountain Commune 004,angle=3.311; difference=4.000; determination=3.797,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.6,4.0,2.305013,3.88,3.0,3.760825,4.0,3.796845,4.0,3.311243
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Forest Equator Belt,ForestEq Commune 139,Mountain Water Towers,Mountain Commune 004,1441397.520807,water:ForestEq Commune 139->Mountain Commune 004,angle=3.311; difference=4.000; determination=3.797,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.6,4.0,2.305013,3.88,3.0,3.760825,4.0,3.796845,4.0,3.311243
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Forest Equator Belt,ForestEq Commune 139,Coastal Wind Belt,CoastalW Commune 003,4250448.159438,water:ForestEq Commune 139->CoastalW Commune 003,angle=3.253; difference=4.000; determination=3.553,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.6,4.0,2.774102,3.88,3.0,3.522485,4.0,3.552793,4.0,3.25267
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Forest Equator Belt,ForestEq Commune 262,Coastal Wind Belt,CoastalW Commune 003,8279702.779469,water:ForestEq Commune 262->CoastalW Commune 003,angle=3.253; difference=4.000; determination=3.553,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.6,4.0,2.774102,3.88,3.0,3.522485,4.0,3.552793,4.0,3.25267
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Forest Equator Belt,ForestEq Commune 659,Coastal Wind Belt,CoastalW Commune 003,12560428.539968,water:ForestEq Commune 659->CoastalW Commune 003,angle=3.253; difference=4.000; determination=3.553,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.6,4.0,2.774102,3.88,3.0,3.522485,4.0,3.552793,4.0,3.25267
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Forest Equator Belt,ForestEq Commune 469,Coastal Wind Belt,CoastalW Commune 003,6304797.738034,water:ForestEq Commune 469->CoastalW Commune 003,angle=3.253; difference=4.000; determination=3.553,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.6,4.0,2.774102,3.88,3.0,3.522485,4.0,3.552793,4.0,3.25267
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Forest Equator Belt,ForestEq Commune 973,Coastal Wind Belt,CoastalW Commune 003,3217262.652633,water:ForestEq Commune 973->CoastalW Commune 003,angle=3.253; difference=4.000; determination=3.553,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.6,4.0,2.774102,3.88,3.0,3.522485,4.0,3.552793,4.0,3.25267
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Forest Equator Belt,ForestEq Commune 645,Coastal Wind Belt,CoastalW Commune 003,34995225.614909,water:ForestEq Commune 645->CoastalW Commune 003,angle=3.253; difference=4.000; determination=3.553,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.6,4.0,2.774102,3.88,3.0,3.522485,4.0,3.552793,4.0,3.25267
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Forest Equator Belt,ForestEq Commune 645,Aqua-North Basin,Aqua-Nort Commune 504,5195407.692604,water:ForestEq Commune 645->Aqua-Nort Commune 504,angle=3.258; difference=4.000; determination=3.574,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.60098,4.0,2.634041,3.88,2.946613,3.516965,4.0,3.573578,4.0,3.257659
120,planetary_transfer,buy/sell/import/export,causal_transfer_to_need,water,primary_reproduction,Forest Equator Belt,ForestEq Commune 645,Mountain Water Towers,Mountain Commune 712,6899982.408813,water:ForestEq Commune 645->Mountain Commune 712,angle=3.258; difference=4.000; determination=3.573,"surplus and deficit matched by urgency, not purchasing power",3.52,3.405232,3.609144,4.0,2.279332,3.88,3.0,3.707263,4.0,3.573053,4.0,3.257533
